Comment,Actual_Sentiment,Predicted_Sentiment_Lexicon
Its sad... How they threw out andrew and now little tommy is ruining this character. Once i thought andrew can never take toby&#39;s place but seeing Little tommy taking spidy part made me regret it. No offence tom is a great actor but he is not fit for this role. I hope MCU realise their mistake before its too late.,negative,negative
This was 2 years ago,neutral,neutral
"Bad movie, they wanna make everything cool",negative,negative
"Love the move. absolutely fantastic.<br>Destroying Stan Lee&#39;s concept of superheroes, implementing future black spider man as a subconscious pretext, life goes on, people are changing, more indoctrination, no more mass manipulation, love it. <br>Subliminal messages love it. I need to be part of this movement ????",positive,positive
&quot;you&#39;re not Peter ParkerâÃÃº...he&#39;s right. Tom Holland is a fake Spider-man.,negative,negative
It&#39;s been 1 year,neutral,neutral
Did they change shit with crap in the doctor strange scene for the trailer,neutral,negative
"Watched the movie, still here ????????",neutral,neutral
"If Tobey isn&#39;t there, it&#39;s not worth it. Thank God matrix will be released days later",negative,positive
IÃ??m buggin or sum I thought this movie came out in 2022,neutral,neutral
7 April 2024 saw thiÃÃ¹?,neutral,neutral
Please I&#39;m requesting for Amazing spider man par 3???Ã¨???Ã¨???Ã¨???Ã¨,positive,positive
Biggest regret of not watching in theatres coz of COVID ???Ãµ,neutral,negative
This part  is soo bad fully and noise,negative,negative
They fucked up spider man made it to childish really shit,negative,negative
None of these compare to the first 3 movies. They literally demasculinized spiderman after those as each one goes on. Having a women in a suit guiding him... can&#39;t talk to girls he likes... always timid and agreeable..getting beat up and smacked around... but yet he&#39;s &quot;spiderman&quot;? How much more could they demasculinize him and make him appear so wimpy. Ridiculous how these new woke movies are today.,positive,neutral
the future will never understand the hype for movies like no way home and endgame,positive,positive
save who? the villains ? WTF is that crap,negative,negative
I don&#39;t really like every new Spider-Man that comes Now you really compare Toby&#39;s and Andrew&#39;s Spider-Man with this generation&#39;s Spider-Man,negative,positive
No one But me getting shocked at the pumpkin bomb and doc oc like I haven&#39;t watched the movie 100times.,negative,negative
"Only people who grew up on spider man series will understand the hype. this is insane!! And thereÃ??s more to come ,GREAT JOB MARVEL!!",positive,positive
Bro.. I love marvel because of this... They knew what fans wants... ÃÃ¹?,positive,positive
I hope tobey maguire is in this movie,neutral,positive
"When Doctor Strange is saying scooby doo, it is really hilarious????????????????????????????????????????????????????????",positive,positive
"I remember going to see it the night it came out. I went to school the next day and threatened my class with spoilersÃ??suffice to say, they didnÃ??t act up!",neutral,negative
"Sony, my point is that the Andrew Garfield trilogy should end.  After the movies morbius and kraven the hunter, the amazing spider-man 3 should also be made. we should see shailene woodley as mary jane watson and the sinister six that will probably be created through oscorp and andrew garfield&#39;s black suit",negative,positive
I literally woke up in the midle of the night to watch the trailer ????,neutral,neutral
"Damn, 2 years now?",neutral,negative
"So this is stupid. If all those villains and heroes can return, so can Iron man and blackwidow.",negative,negative
I was so excited when this movie came out In theaters,positive,positive
Cgi is shit clearly visible that those arms are fake and toy,negative,negative
I want the Monkees,neutral,positive
Cant believe they dropped this 1 month before the movie came out,neutral,positive
"It&#39;s been 2 years since the trailer was released, and I remember trying not to fall asleep at night so as not to miss it and woke up at about 6 a.m. and watched it.",neutral,negative
There is  no stanlee to see this<br>Don&#39;t copy this comment,neutral,neutral
Not sure if it is the bad writing or the fact that Tom Holland is the worst of the three last Spiderman characters.   The line of laughing at Dr Otto&#39;s name is just lame .. high school level writing.. asking please hahaha.. .it is just so bad... and in the previous movie Peter Parker acts like he is a high school nerd with nothing going for him and yet previously he helped save the world.. and still he is insecure?   All of it is really the worst writing and the worst Spiderman version.   I hope he is replaced.   Tobey Maquire played the role much better.  The only difference in 2021 is the special effects,negative,positive
"Looking back at it, this movie did not live up to its hype (For me). I feel like it lacked heart and creativity, I know that it struggled during pandemic butâÃÂ¶. I just canâÃÃ´t see it as a masterpiece because for me that title belongs and always will belong to Sam RaimiâÃÃ´s Spider-Man 2 âÃ´â¢ÃâÃ¨",negative,positive
The last great MCU film. We will never get another like this.,positive,positive
"Not enough, we need more crap going on",negative,negative
"Watching this trailer I accepted that if I didn&#39;t see Toby or Andrew I&#39;d still enjoy the movie.<br>Watching those portals open and seeing them, man I had tears, goosebumps like I was a kid again ???Ãµ",positive,positive
I&#39;ve still got the depression we need time back on the screen!!!!,positive,negative
So tired of spider guy and bat person,negative,negative
Will they come ?,neutral,neutral
I am angry at how stupid Peter Parker is. He is soooo naive. It made me skip some parts. Everything seemed so contrived.,negative,negative
Happy 2 year anniversary,neutral,positive
Marvel should have all rights to spider-man,neutral,positive
This looks really bad. Endgame truly was the last decent Marvel thing to come. Oh well time to grow up now ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,negative,positive
IÃ??m still hype when I see the trailer????,positive,neutral
On this day 2 years ago we witnessed a masterpiece,positive,positive
90% of the movie is shown in the trailer.. disappointed after watching the whole movie,negative,negative
Is it me or did when i watch the trailer you all think the black suit was the symbiote suit,neutral,neutral
A year later and I just realized that the Far from home trailer got more views than this one,positive,neutral
Hype of Endgame Ã??<br>Hype of No Way Home Ã?? ???Ã¹,neutral,neutral
"shit movie, not rewatchable... so cringe as f*ck... atleast I can skip it to tobey/andrew arrival cause 2 hours intro is pure garbage",negative,negative
Why do they keep using different actors to play Spider-Man?? WasnâÃÃ´t there just another one that just came out a few months ago? Not interested at all! Played out,negative,positive
The casting director confused Flash Thompson as Gru. Hence the choice of actor.,negative,negative
I think there will be only one spiderman because there are no clear look of other 2,neutral,positive
If CN characters portrayed Spider Man NWH:<br><br>Finn the Human - Spider Man<br><br>Farm World Finn -The Amazing Spider Man (Andrew Garfield)<br><br>Pen the Human (pilot) - Friendly Neighborhood Spider Man (Tobey Maguire) <br><br>Rick Sanchez - Doctor Strange <br><br>Sunder (Ben 10) - Green Goblin<br><br>Hudson Abadeer - Doc Ock<br><br>Ice King - Electro<br><br>New Death (Together Again) - Lizard<br><br>Elena Validus - Sandman <br><br>Chelsea (Clarence) - Michelle Jones<br><br>Clarence - Ned Leeds,positive,positive
3 heroes of Spider-Man is coming. And there are 5 Villains is coming too.,neutral,neutral
This trailer will never be forgotten... the Hype was 100% all worth it.,positive,neutral
"LOL Spider Man my arse.. The glorious reviews are fake - seriously, don&#39;t waste your time.  The only villain&#39;s in this movie are hurt feelings. No good jokes, no death and destruction, just a couple of kids defending who knows what - his mother&#39;s honor? The theatre was silent except for one couple that giggled at every line.",negative,positive
